qdate,y_001m,y_003m,y_012m,y_024m,y_036m,y_048m,y_060m,y_120m,inflation,FFR,D12,E12,Index,AAA,BAA,LTR,CORPR,TBL,AHETPI,CPIAUCSL,DSPIC96,HSN1F,INDPRO,M1NS,NAPM,PAYEMS,PCE,PPICRM,PPIFGS,TCU,UNRATE,output,employment,house_orders,money_finance,price,real_activity,nominal_price
19770831,5.48,5.678,6.236,6.481,6.617,6.762,6.841,7.1906,6.631762653,5.9,4.4533,10.6133,96.77,0.0798,0.0882,0.0198,0.0136,0.0549,6.795066191,6.421124246,3.309669274,22.06713622,7.704868904,7.487701809,54.9,4.141200411,10.46112681,0.470589104,6.822629422,84,7,-1.105960541,-1.202680129,-1.017740904,-0.023863846,0.447289631,-1.183312971,0.447289631
19770930,5.948,6.016,6.479,6.695,6.789,6.886,6.993,7.2685,6.423611111,6.14,4.5,10.71,96.53,0.0792,0.088,-0.0029,-0.0022,0.0581,6.756790849,6.225727524,3.87102476,19.04303539,7.895330475,8.071227583,53.9,4.455406937,10.21485398,0.472070113,6.953827646,84.1,6.8,-1.189024866,-1.230725022,-0.850830927,0.103857352,0.386986617,-1.233702769,0.386986617
19771031,5.936,6.296,6.782,7.019,7.122,7.214,7.274,7.4237,6.390328152,6.47,4.5567,10.77,92.34,0.0804,0.0889,-0.0093,-0.0038,0.0616,7.272541974,6.194448596,4.923237915,14.56399902,8.097984277,7.930596582,55.4,4.752297684,10.81940377,1.574835697,7.072860636,84.1,6.8,-1.355491287,-1.420085164,-1.071620817,0.330676532,0.421988302,-1.418541508,0.421988302
19771130,5.796,6.223,6.625,6.983,7.049,7.123,7.199,7.4007,6.712564544,6.51,4.6133,10.83,94.83,0.0808,0.0895,0.0093,0.0061,0.061,7.03994314,6.496872119,4.622677027,12.03496559,6.660006416,8.07218761,56.1,4.788944962,10.9852424,3.105839702,7.017687679,83.9,6.8,-1.002391474,-1.447716419,-1.067872859,0.389653126,0.502265378,-1.290980429,0.502265378
19771230,5.876,6.263,6.835,7.081,7.164,7.323,7.448,7.6847,6.678082192,6.56,4.67,10.89,95.1,0.0819,0.0899,-0.0168,-0.0105,0.0607,7.013944146,6.464553596,4.545838812,8.494492348,5.770463211,7.796154147,59.8,4.805117087,9.813400639,2.903183268,6.663967755,83.7,6.4,-0.90071769,-1.590177178,-1.129655871,0.596783371,0.45148326,-1.34413432,0.45148326
19780131,6.129,6.604,7.07,7.326,7.405,7.537,7.589,7.8344,6.814310051,6.7,4.7133,10.9,89.25,0.0841,0.0917,-0.008,-0.0089,0.0644,7.329286547,6.59217208,4.408856773,-3.704127168,4.977710421,7.876638331,57.4,4.723572544,9.078621568,4.560060541,6.952606265,82.4,6.4,-0.49598455,-1.38253986,-0.698544856,0.596321847,0.346688692,-1.049132146,0.346688692
19780228,6.231,6.564,7.133,7.421,7.558,7.661,7.724,7.9084,6.239460371,6.78,4.7567,10.91,87.04,0.0847,0.092,0.0004,0.0051,0.0645,7.100342758,6.052542039,5.940446045,-5.89127387,4.027144205,7.272482986,55.9,4.775065662,9.680372217,4.027389914,6.582329673,82.6,6.3,-0.443006287,-1.452360222,-0.74929951,0.563482313,-0.018944654,-1.071980055,-0.018944654
19780331,6.579,6.614,7.164,7.551,7.641,7.752,7.773,7.9515,6.375838926,6.79,4.8,10.92,89.21,0.0847,0.0922,-0.0021,0.0042,0.0629,7.236429255,6.180828737,5.355312465,-6.882905791,4.692002968,7.076504026,55,4.879542974,10.74761695,4.692943222,6.237763237,83.9,6.3,-0.728628694,-1.43123152,-0.88196534,0.599438109,-0.094935531,-1.166838992,-0.094935531
19780428,6.191,6.387,7.352,7.608,7.762,7.826,7.905,8.0106,6.5,6.89,4.8367,11.0233,96.83,0.0856,0.0932,-0.0005,-0.0023,0.0629,7.530438306,6.297479916,5.4890844,7.821182304,5.682252602,7.495955099,57.7,5.281971966,11.38310946,5.414427771,6.940945137,85.3,6.1,-0.960719467,-1.524252159,-1.426354296,0.616835487,-0.120349731,-1.315265709,-0.120349731
19780531,6.642,6.8,7.763,7.937,7.975,8.018,8.121,8.1472,7.142857143,7.36,4.8733,11.1267,97.24,0.0869,0.0949,-0.0058,-0.0108,0.0641,7.490130817,6.899287149,5.344489865,6.011425033,5.236903877,8.191712247,60.2,5.244443023,11.70072131,7.410797215,7.044109766,85.4,6,-0.838519496,-1.52515978,-1.297077033,0.662209832,0.051490539,-1.260787788,0.051490539
19780630,6.692,7.17,8.194,8.289,8.305,8.305,8.311,8.3816,7.438016529,7.6,4.91,11.23,95.53,0.0876,0.096,-0.0062,0.0023,0.0673,7.791549989,7.174390486,4.894957406,3.539112494,5.189121373,8.301641793,60.5,5.269191338,12.15456953,13.00903646,7.598590698,85.7,5.9,-0.857639273,-1.63805451,-1.391991769,0.718040742,0.189818729,-1.34268438,0.189818729
19780731,6.67,7.06,8.05,8.277,8.25,8.21,8.246,8.3115,7.730263158,7.81,4.9467,11.3433,100.68,0.0888,0.096,0.0143,0.0101,0.0701,7.750356115,7.446035367,4.810960911,4.40485716,5.002661288,8.133109093,62.2,5.139891921,10.89898606,13.70029487,8.146619546,85.5,6.2,-0.690593539,-1.468370179,-1.368675581,0.806599828,0.312030859,-1.168533388,0.312030859
19780831,7.755,7.719,8.254,8.259,8.16,8.173,8.188,8.1832,7.855973813,8.04,4.9833,11.4567,103.29,0.0869,0.0948,0.0218,0.0257,0.0708,7.891911205,7.562657533,4.657701602,-6.652068234,5.338725441,8.181886444,60.3,5.168985007,11.88765766,14.26834378,7.673379423,85.5,5.9,-0.777086072,-1.544707231,-1.212948719,0.719124293,0.496721748,-1.251056788,0.496721748
19780929,8.193,8.173,8.553,8.426,8.245,8.269,8.276,8.2502,8.482871126,8.45,5.02,11.57,102.54,0.0869,0.0942,-0.0106,-0.0048,0.0785,8.018230424,8.142210472,4.220323912,-3.627967408,5.135424788,8.580067631,60.5,4.775666431,11.61217492,16.46359962,8.203719417,85.5,6,-0.74887368,-1.480240415,-1.20905802,0.770814773,0.751953339,-1.204228692,0.751953339
19781031,8.853,8.973,9.506,9.235,9.062,8.998,8.719,8.6934,8.928571429,8.96,5.0367,11.8233,93.15,0.0889,0.0959,-0.02,-0.0205,0.0799,8.114890248,8.552217344,3.521140223,6.270534006,5.687508081,7.91273758,60.1,4.845254466,11.28127245,18.49223385,8.015942784,86,5.8,-0.659844863,-1.532646812,-1.303459829,0.842978521,0.949811401,-1.206816695,0.949811401
19781130,9.247,9.241,9.744,9.287,8.879,8.69,8.533,8.5083,8.870967742,9.76,5.0533,12.0767,94.7,0.0903,0.0983,0.0189,0.0134,0.0864,8.073051291,8.499321283,3.130614831,-3.811155769,6.361233706,7.860255505,61.3,4.889594976,11.00666183,16.84645221,8.096906253,86.4,5.9,-0.776567216,-1.525178958,-1.411504395,1.161179762,0.954042115,-1.246434927,0.954042115
19781229,8.796,9.499,10.142,9.629,9.363,9.092,9.014,8.7944,8.988764045,10.03,5.07,12.33,96.11,0.0916,0.0994,-0.013,-0.0133,0.0908,8.373805164,8.607460877,3.387053661,-3.658944743,6.809068624,7.88655445,59.4,4.930453962,11.38214503,16.10117702,8.751100228,86.7,6,-0.768913716,-1.304386082,-1.236716476,1.217199847,1.082955999,-1.096767153,1.082955999
19790131,9.624,9.533,9.781,9.369,8.923,8.707,8.699,8.5668,9.250398724,10.07,5.1133,12.6533,99.93,0.0925,0.1013,0.0191,0.0184,0.0935,8.140084994,8.847229763,4.175499411,-5.294974665,7.501619202,6.834426744,58.5,4.863535299,12.23111446,17.41156174,9.53101798,85.9,5.9,-1.085076709,-1.304536165,-0.758241397,1.134848309,1.16137855,-1.226327576,1.16137855
19790228,9.716,9.699,9.905,9.606,9.032,9.027,9.035,8.8318,9.841269841,10.06,5.1567,12.9767,96.28,0.0926,0.1008,-0.0135,-0.0128,0.0932,8.260802333,9.386613623,3.926584816,-8.988874561,7.560838014,7.006985563,58.2,4.720362273,11.31816373,18.25651918,9.732834396,86.1,5.9,-0.825979155,-1.195420581,-0.609018165,1.165768237,1.477417759,-1.061297531,1.477417759
19790330,9.755,9.686,9.578,9.432,9.04,8.944,8.915,8.786,10.25236593,10.09,5.2,13.3,101.59,0.0937,0.1026,0.0129,0.0106,0.0948,8.205437602,9.76017878,3.350085756,-2.613714437,5.973100911,7.369762713,57.7,4.595500509,10.5534074,18.27989977,10.09259186,86.2,5.8,-0.526614272,-1.111268062,-1.112364945,1.131007966,1.56940054,-0.891854945,1.56940054
19790430,9.723,9.785,9.762,9.632,9.174,9.093,9.055,8.9546,10.48513302,10.01,5.2467,13.5267,101.76,0.0938,0.1033,-0.0112,-0.0052,0.0946,7.163761517,9.971078312,2.198520288,-14.41697908,2.927439568,7.811441272,56.2,3.708115301,9.669724147,15.75133573,9.980575792,85,5.8,0.289373007,-0.559663952,-0.642582333,1.099480141,1.525490486,-0.206205482,1.525490486
19790531,9.779,9.822,9.621,9.276,8.81,8.808,8.678,8.7145,10.69767442,10.24,5.2933,13.7533,99.08,0.095,0.1047,0.0261,0.0228,0.0961,7.606971874,10.16326455,1.960894031,-16.45114411,3.306507161,6.855910898,54.4,3.722515576,9.874871071,15.13996465,9.780673192,85.5,5.6,0.099049536,-0.78651832,-0.748188775,1.212972558,1.550795844,-0.443508123,1.550795844
19790629,9.113,9.177,9.107,8.633,8.526,8.492,8.342,8.4703,11.07692308,10.29,5.34,13.98,102.91,0.0929,0.1038,0.0311,0.0269,0.0906,7.386457432,10.5052776,1.771398291,-17.51530673,2.63443009,7.450104172,52.7,3.566420931,9.973404033,13.75447759,9.439675898,85.3,5.7,0.335346748,-0.672911842,-0.670533261,1.210387273,1.439539468,-0.275985145,1.439539468
19790731,9.231,9.42,9.416,9.047,8.792,8.71,8.584,8.6748,11.45038168,10.47,5.3967,14.1967,103.81,0.092,0.1029,-0.0085,-0.0031,0.0924,7.507602644,10.84092985,1.928784956,-9.848377815,2.488793168,7.94482755,51.3,3.392295695,10.55839076,15.33802638,9.621498178,85,5.7,0.313593121,-0.68624653,-0.401134583,1.162301057,1.546233664,-0.294727802,1.546233664
19790831,10.197,10.07,10.054,9.548,9.219,9.043,8.851,8.8878,11.83611533,10.94,5.4533,14.4133,109.32,0.0923,0.1035,-0.0035,0.0006,0.0952,7.627377736,11.18643577,1.732487503,-3.636764417,1.434009888,8.121523527,49.5,3.167153573,11.00037638,14.85135767,10.50763844,84.2,6,0.547198067,-0.36291568,-0.236696074,1.382700457,1.589888615,0.007169127,1.589888615
19790928,10.422,10.393,10.581,9.77,9.496,9.214,9.09,9.0801,11.87969925,11.43,5.51,14.63,109.32,0.0944,0.1054,-0.0122,-0.0179,0.1026,7.73332034,11.22539942,1.565162734,-11.05738626,1.306549674,7.586834006,49.6,3.040567824,11.71657729,15.73792459,11.16696849,84.1,5.9,0.56529563,-0.39616486,-0.327117361,1.432677368,1.509322171,-0.008020476,1.509322171
19791031,11.922,12.483,12.42,11.638,11.221,10.817,10.614,10.2561,12.07153502,13.77,5.5567,14.7067,101.82,0.1013,0.114,-0.0841,-0.089,0.117,7.042909777,11.3967187,1.650662966,-26.35117115,1.025114923,7.515399735,49,2.831488127,11.23508301,14.25812281,11.87163068,84.4,6,0.686104832,-0.257718135,0.167341633,2.216847463,1.35677111,0.129120495,1.35677111
19791130,11.109,11.82,11.183,10.966,10.151,9.959,9.966,9.9427,12.59259259,13.18,5.6033,14.7833,106.16,0.1076,0.1199,0.0311,0.0222,0.1179,7.162965614,11.86057424,1.870666622,-29.01914841,0.214261675,6.975501706,48,2.439704164,11.26411737,15.08228897,12.2709154,84.2,5.9,0.815592376,-0.060860234,0.521596965,1.717347831,1.424768048,0.302630933,1.424768048
19791231,9.467,12.357,11.156,10.836,10.374,10.115,9.957,9.9624,13.25478645,13.78,5.65,14.86,107.94,0.1074,0.1206,0.0057,-0.0108,0.1204,7.422506132,12.44698419,1.731746588,-36.46928043,-0.279156599,6.650722616,44.8,2.224878913,10.73955915,15.63460704,12.14393469,84,6,0.995230484,0.019289902,0.602487263,1.893814478,1.538454784,0.419959163,1.538454784
19800131,11.927,12.355,11.615,11.367,10.778,10.692,10.59,10.7968,13.86861314,13.82,5.7,15.0033,114.16,0.1109,0.1242,-0.0741,-0.0645,0.12,6.768909034,12.98750814,1.922394968,-24.18857331,0.814879513,7.194291531,46.2,2.214876941,12.17908802,12.64841471,12.36455102,84.2,6.3,0.752030956,0.151344586,0.662940093,1.885285362,1.679664189,0.407804957,1.679664189
19800229,13.873,14.459,14.387,13.679,13.248,12.673,12.198,12.0101,14.16184971,14.13,5.75,15.1467,113.66,0.1238,0.1357,-0.0467,-0.0665,0.1286,7.028653273,13.24469898,1.024354709,-28.99899433,0.323579267,7.949576344,50.2,2.028602408,11.39240588,12.03511252,12.84783248,84.1,6.3,0.865288492,0.184878026,0.776999122,1.891316213,1.706370027,0.475213791,1.706370027
19800331,15.307,15.546,14.88,13.982,13.016,12.28,12.236,11.9137,14.59227468,17.19,5.8,15.29,102.09,0.1296,0.1445,-0.0315,-0.0062,0.152,7.433761965,13.62102048,-0.124268765,-51.46158999,-0.299641311,7.073244152,43.6,1.67454639,10.90825922,8.022627812,13.10282624,83.7,6.3,1.329857365,0.418125629,1.799779402,3.100022513,1.780402016,0.805588148,1.780402016
19800430,9.494,10.677,10.375,10.513,10.181,10.016,10.172,10.5406,14.58923513,17.61,5.8467,15.1733,106.29,0.1204,0.1419,0.1523,0.1376,0.132,7.731824778,13.61836796,0.2334714,-70.38999723,-1.224492691,4.063883743,37.4,1.584376106,9.672824835,4.517270601,12.8571885,81.9,6.9,1.504671447,0.797212447,2.179985628,3.541844219,1.54546882,1.107727508,1.54546882
19800530,7.325,7.935,8.525,8.76,9.071,9.274,9.582,10.1284,14.42577031,10.98,5.8933,15.0567,111.24,0.1099,0.1317,0.0419,0.056,0.0858,7.365290957,13.47561325,0.120697219,-43.83237091,-4.502861822,4.216840962,29.4,0.69365723,8.629732343,5.512302362,12.79383529,79.7,7.5,2.332931996,1.46123801,2.855777274,0.997056181,1.224238002,1.873188826,1.224238002
19800630,6.476,8.166,8.214,8.742,9.036,9.16,9.399,9.7956,14.26592798,9.47,5.94,14.94,114.24,0.1058,0.1271,0.0359,0.0341,0.0707,7.61402637,13.33582474,0.34581621,-23.75322888,-5.757910421,4.057458559,30.3,-0.014428173,8.645788165,5.123488147,13.07533861,78.5,7.6,2.421179119,1.69977923,2.106251899,0.553935691,1.112462705,2.053445511,1.112462705
19800731,7.663,8.836,8.903,9.471,9.734,9.731,10.076,10.4389,13.15068493,9.03,5.9833,14.84,121.67,0.1107,0.1265,-0.0476,-0.0429,0.0806,7.567906439,12.35502394,0.444199703,-11.70839794,-6.262902344,4.192075641,35,-0.42433664,9.600668986,8.951306212,13.62731087,77.8,7.8,2.356916189,1.841972304,1.583068448,0.240847142,0.778709173,2.113010905,0.778709173
19800829,9.45,10.228,11.014,11.131,11.231,11.166,11.278,10.9962,12.89009498,9.61,6.0267,14.74,122.38,0.1164,0.1315,-0.0432,-0.0445,0.0913,7.667164741,12.12445486,0.481170758,-10.09501975,-5.287403136,5.522558991,45.5,-0.226179221,8.695483989,14.66034742,13.72011215,77.9,7.7,2.065465017,1.58208206,0.905767267,0.302233169,0.60467931,1.823309695,0.60467931
19800930,11,11.776,11.751,11.705,11.576,11.601,11.502,11.5151,12.7688172,10.87,6.07,14.64,125.46,0.1202,0.137,-0.0262,-0.0237,0.1027,7.466152877,12.01696716,1.127761134,-19.86858105,-3.828856034,6.165987458,50.1,-0.130727662,8.495617059,13.29624026,12.5163143,79,7.5,1.771068007,1.53325524,0.456711433,0.457831611,0.452329393,1.670436365,0.452329393
19801031,11.847,13.096,12.956,12.62,12.332,12.094,12.251,12.0351,12.63297872,12.81,6.1,14.7,127.47,0.1231,0.1423,-0.0263,-0.0159,0.1162,8.158710952,11.89643707,2.006197127,-17.75568069,-3.120806134,7.087296396,55.5,0.00552593,10.03348597,14.05450278,12.16451094,79.8,7.5,1.355435997,1.399078007,0.286162905,0.644670994,0.447232818,1.412470138,0.447232818
19801128,14.806,14.953,14.148,13.124,12.824,12.518,12.569,12.0408,12.63157895,15.85,6.13,14.76,140.52,0.1297,0.1464,0.01,0.0017,0.1373,8.534588432,11.89519429,1.836314319,-6.04152635,-1.296831557,7.852069833,58.2,0.184209853,9.621700124,13.97619424,11.58702055,81,7.5,1.06498963,1.23313637,0.284465602,1.594947219,0.301616606,1.183974514,0.301616606
19801231,12.805,14.77,12.811,12.392,11.975,11.977,11.879,11.8414,12.35370611,18.9,6.16,14.82,135.76,0.1321,0.1514,0.0352,0.0248,0.1549,8.179740193,11.64817993,1.974058967,-4.950598381,-0.790418013,6.474513763,53,0.294044979,10.45948555,11.87572199,11.04569956,81.3,7.2,1.061402979,1.107821816,0.441970162,2.832785632,-0.033522851,1.100214769,-0.033522851
19810130,14.176,15.069,13.491,12.537,12.249,12.187,12.26,12.0346,11.79487179,19.08,6.2,14.74,129.55,0.1281,0.1503,-0.0115,-0.013,0.1502,9.017733924,11.14955042,0.957826442,-14.71370447,-1.777739826,6.44744822,49.2,0.254082224,9.673962011,12.88449609,10.67983304,80.6,7.5,1.22137056,1.107087557,0.690124009,3.015575485,-0.423783494,1.167833859,-0.423783494
19810227,14.217,14.68,14.041,13.17,13.209,13.054,13.013,12.8216,11.39240506,15.93,6.24,14.66,131.27,0.1335,0.1537,-0.0435,-0.0269,0.1479,8.663423197,10.7888962,1.129066642,-5.900855313,-2.325820011,6.284657064,48.8,0.240689874,10.23683459,11.80229877,10.10961169,80.1,7.4,1.299864402,1.104810371,1.078618743,1.276179703,-0.811661464,1.202072304,-0.811661464
19810331,13.15,12.841,12.603,12.621,12.634,12.732,12.854,12.8411,10.61173533,14.7,6.28,14.58,136,0.1333,0.1534,0.0384,0.0311,0.1336,8.439601962,10.08560035,2.215842217,8.101594376,-1.491606962,7.556463665,49.6,0.231622614,10.8396109,13.38066851,10.21976242,80.3,7.4,0.979066184,0.904904964,0.762678629,0.105169041,-1.305062115,0.946859155,-1.305062115
19810430,13.984,15.357,14.511,14.28,13.768,13.887,13.737,13.363,10.13597033,15.72,6.3167,14.7233,132.81,0.1388,0.1556,-0.0518,-0.0769,0.1369,8.688736136,9.654551041,2.270681273,23.92296891,0.093467534,10.84588915,51.6,0.472211813,11.66390615,16.55720217,10.45481208,79.7,7.2,0.453652314,0.361727694,0.462608256,0.883784256,-1.212702199,0.388267387,-1.212702199
19810529,16.223,15.606,14.395,13.792,13.492,13.366,13.107,12.7,9.791921665,18.52,6.3533,14.8667,132.59,0.1432,0.1595,0.0622,0.0595,0.163,8.639481615,9.34167672,2.879154524,-0.427351078,3.218388528,10.23119349,53.5,0.958725237,11.862966,14.82273455,10.30483759,80,7.5,-0.259930761,0.043884431,0.503192117,3.10947884,-1.182677743,-0.102192672,-1.182677743
19810630,14.565,14.752,13.906,13.988,13.554,13.808,13.228,13.0569,9.696969697,19.1,6.39,15.01,131.21,0.1375,0.158,-0.0179,0.0023,0.1473,8.431958532,9.255155737,3.403080339,-28.5269526,4.91092329,8.769966748,50.7,1.527756244,11.82920284,15.20873508,10.01925455,80.2,7.5,-0.368003135,-0.059343603,0.96018602,3.95172134,-1.199678178,-0.207583761,-1.199678178
19810731,15.091,15.364,15.349,15.136,14.4,14.316,14.012,13.641,10.7748184,19.04,6.4333,15.0967,130.92,0.1438,0.1617,-0.0353,-0.0372,0.1495,8.384797248,10.23292918,4.161430772,-38.90904732,6.211751944,8.054942164,46.7,1.942450808,10.5879728,10.43028741,8.635351314,80.5,7.2,-0.500302505,-0.275573861,1.275498269,3.834738632,-0.906581571,-0.39341749,-0.906581571
19810831,15.112,16.127,15.812,15.639,15.557,14.902,14.759,14.4506,10.81730769,17.82,6.4767,15.1833,122.79,0.1489,0.1634,-0.0386,-0.0345,0.1551,8.592540403,10.27127827,4.31019233,-55.58293389,5.921515,6.699908674,48.3,1.614128081,10.88034427,4.927104901,7.617622522,80.3,7.4,-0.469961582,-0.114198696,1.468654759,2.943889639,-0.970672885,-0.276772058,-0.970672885
19810930,14.12,15.012,15.433,15.592,15.529,15.824,15.001,14.8921,10.96543504,15.87,6.52,15.27,116.18,0.1549,0.1692,-0.0145,-0.0199,0.147,8.545140787,10.40485708,3.59886674,-56.71947716,3.687384079,5.363796135,42.5,1.393712425,9.870611405,2.264990968,7.585054685,79.6,7.6,0.061694824,0.217143092,2.03096185,2.02947802,-0.986066141,0.154704845,-0.986066141
19811030,12.811,13.138,13.799,13.961,14.043,14.291,14.269,14.1413,10.27154664,15.08,6.5567,15.3,121.89,0.154,0.1711,0.0829,0.0521,0.1354,7.806837337,9.777574358,2.640686991,-45.47901747,1.725978933,4.522426982,40,0.974405035,7.745499027,-0.983292092,7.221820781,78.8,7.9,0.638032942,0.459798871,2.380571235,1.537851265,-1.256315139,0.546126823,-1.256315139
19811130,10.357,10.638,11.052,11.576,12.525,12.256,12.191,12.4943,9.579439252,13.31,6.5933,15.33,126.35,0.1422,0.1639,0.141,0.1267,0.1086,7.471226263,9.147957286,2.306086881,-38.60812413,-1.096403473,4.53715143,36.1,0.462884891,7.523450005,-3.740593574,6.870107108,77.8,8.3,1.103734737,0.785414974,2.703323116,0.541534265,-1.429189195,0.947185733,-1.429189195
19811231,9.779,11.394,12.9,13.208,13.475,13.556,13.438,13.513,8.912037037,12.37,6.63,15.36,122.55,0.1423,0.1655,-0.0713,-0.058,0.1085,6.908636875,8.537037078,1.60195294,-15.19600984,-2.795036533,6.349506871,37.8,-0.05719943,7.023438112,-3.871451218,6.841172953,76.7,8.5,1.471668705,1.101487847,2.698174661,-0.368322768,-1.528570918,1.298144905,-1.528570918
19820129,12.031,12.876,13.56,13.438,13.712,13.78,13.615,13.6513,8.256880734,13.22,6.66,15.1767,120.4,0.1518,0.171,0.0046,-0.0129,0.1228,7.11231923,7.933674224,2.126630282,-32.8286652,-4.228191872,7.403935446,38.2,-0.522062115,6.354866459,-3.643928511,6.366259884,75,8.6,1.8567539,1.400022189,2.869856175,0.079034616,-1.506542851,1.642471799,-1.506542851
19820226,11.929,12.813,13.733,13.702,13.567,13.575,13.426,13.4151,7.613636364,14.78,6.69,14.9933,113.11,0.1527,0.1718,0.0182,0.0312,0.1348,6.686982643,7.337718571,2.786024114,-33.45133721,-1.822098144,6.423021221,38.3,-0.602262224,6.752519882,-4.114194333,5.406722127,76.4,8.9,1.158854109,1.287206114,2.744788457,0.682566257,-1.754459166,1.275597002,-1.754459166
19820331,13.575,13.614,13.657,13.822,13.876,13.911,13.544,13.3713,6.884875847,14.68,6.72,14.81,111.96,0.1458,0.1682,0.0231,0.0306,0.1268,6.247878817,6.658214258,2.665073447,-31.7967468,-3.080606664,5.52157226,36.8,-0.858922604,5.906187828,-4.030029376,4.238360456,75.6,9,1.380737945,1.548368771,2.484634945,1.068061749,-1.81049396,1.531970657,-1.81049396
19820430,12.339,12.667,13.341,13.477,13.401,13.283,13.129,13.0187,6.621773288,14.94,6.75,14.5967,116.44,0.1446,0.1678,0.0373,0.0338,0.127,5.829464848,6.411755712,3.950584832,-32.67325873,-3.520698007,4.558095431,37.8,-1.251277233,5.976549275,-3.914394067,3.390155168,74.8,9.3,1.397250764,1.831519742,2.540622333,0.996555777,-1.991607625,1.718855331,-1.991607625
19820528,11.57,11.831,12.708,12.977,13.17,13.096,13.128,13.0727,6.911928651,14.45,6.78,14.3833,111.88,0.1426,0.1664,0.0034,0.0245,0.1209,6.05448038,6.683521282,3.43120538,-19.56867051,-4.754735013,5.214120243,35.5,-1.31216667,6.419018946,-1.84740305,3.077165867,74.2,9.4,1.581608136,1.848688939,2.328332871,0.241112529,-1.827616119,1.801946103,-1.827616119
19820630,11.932,13.153,13.963,14.064,14.205,13.828,14.022,13.592,7.182320442,14.15,6.81,14.17,109.61,0.1481,0.1692,-0.0223,-0.0468,0.1247,5.633447462,6.93611278,2.257442407,-11.47755146,-5.549107479,5.3868028,38.3,-1.796722996,5.567151418,-2.999741129,3.362517497,73.9,9.6,1.704423521,1.974712316,2.505858593,0.313599536,-1.65133496,1.924844368,-1.65133496
19820730,9,10.445,12.273,12.794,12.999,12.784,13.19,13.118,6.557377049,12.59,6.8233,13.9667,107.09,0.1461,0.168,0.0501,0.054,0.1135,5.604072064,6.351340572,1.677450053,-13.91820641,-6.496949839,4.971383868,38.4,-2.301541647,6.398007169,-4.181455043,3.555478619,73.5,9.8,1.854711793,2.195437459,2.05855658,-0.50345439,-1.924794417,2.123402622,-1.924794417
19820831,6.364,8.631,11.235,11.62,12.149,12.447,12.387,12.2302,5.965292842,10.12,6.8367,13.7633,119.51,0.1371,0.1632,0.0781,0.0837,0.0868,5.301823345,5.794142849,1.330040883,7.391898982,-7.321117972,5.45984626,38.3,-2.438902601,5.581651773,-4.122271582,3.850526338,72.8,9.8,2.094209137,2.241883922,2.343230318,-1.540030709,-2.078203249,2.250187307,-2.078203249
19820930,7.121,7.801,10.203,10.957,11.165,11.133,11.411,11.6178,4.940923738,10.31,6.85,13.56,120.42,0.1294,0.1563,0.0618,0.0623,0.0792,4.772020781,4.822737477,1.357562562,35.28213746,-7.05013808,6.614729662,38.8,-2.546610754,6.859354965,-3.467410264,3.537508826,72.5,10.1,1.89484534,2.247543931,1.907707232,-1.638081741,-2.33176465,2.173784302,-2.33176465
19821029,7.744,8.09,9.371,9.921,10.534,10.271,10.349,10.6816,5.032119914,9.71,6.8567,13.2533,133.71,0.1212,0.1473,0.0634,0.0759,0.0771,4.759740845,4.909602134,1.073387435,29.8855373,-7.192284919,8.045435921,39.4,-2.748349278,7.993718348,-2.501381041,3.424302342,71.8,10.4,1.861689197,2.304855403,1.696801968,-1.726285207,-2.096720415,2.191663276,-2.096720415
19821130,7.72,8.486,9.211,9.7,10.173,10.606,10.456,10.8347,4.47761194,9.2,6.8633,12.9467,138.54,0.1168,0.143,-0.0002,0.0201,0.0807,4.354080828,4.380262266,1.511307796,37.17440781,-6.472545499,8.647495796,39.2,-2.65893885,8.803221138,-0.502766268,3.512654162,71.5,10.8,1.697284164,2.241258876,1.41450324,-1.30567206,-2.078381836,2.080058913,-2.078381836
19821231,8.132,8.111,8.491,9.27,9.834,10.153,10.267,10.4896,3.825717322,8.95,6.87,12.64,140.64,0.1183,0.1414,0.0312,0.0108,0.0794,4.85408187,3.754351246,2.215406921,13.10666509,-6.100897279,8.323842195,42.8,-2.369293638,8.517727475,0,3.498607696,70.9,10.8,1.543026512,1.992775029,1.101978765,-1.423274151,-1.997890196,1.851050162,-1.997890196
19830131,8.098,8.311,8.712,9.358,10.02,10,10.464,10.9149,3.707627119,8.68,6.8833,12.5667,145.3,0.1179,0.1394,-0.0309,-0.0094,0.0786,4.309919248,3.640547639,2.314959253,45.83875096,-2.198473358,7.391679803,46,-1.75566229,8.735310489,-0.906807221,2.101127821,72.2,10.4,0.689859292,1.651504555,0.634896561,-1.989798801,-2.059608464,1.289202455,-2.059608464
19830228,7.476,8.145,8.454,9.135,9.526,9.924,10.043,10.3548,3.48468849,8.51,6.8967,12.4933,148.06,0.1201,0.1395,0.0492,0.0428,0.0811,4.675519908,3.425347848,2.083570155,43.16044963,-4.747722501,9.227808787,54.4,-1.836734016,7.684753085,0,2.301252127,71.7,10.4,1.286533309,1.54955669,0.290336823,-2.453880419,-1.587638761,1.466471694,-1.587638761
19830331,8.613,8.857,9.119,9.669,10.007,9.956,10.391,10.6139,3.590285111,8.77,6.91,12.42,152.96,0.1173,0.1361,-0.0094,0.0072,0.0835,4.288172748,3.527336638,2.412840693,46.59848697,-3.174562962,10.26709516,53.9,-1.49976627,8.701548997,0.799205053,2.202291209,72.3,10.3,0.878740615,1.300569225,0.338726975,-2.294108676,-1.358591863,1.141476293,-1.358591863
